review_id,suggested_decision,human_decision,audience,audience_label,port,type,status,category,question,desc,original_answer,suggested_answer,attachment,source_sheet,date,customer,manager,owner,review_note,score
fb-approval-0011,建议入库,,student,学生库,学生,操作疑问,已处理,账号登录/密码/手机号；作业/布置/批改/反馈；班级/排课/课时/考勤；题库/录题/单词书/模考,麻烦问下会员和非会员的区别是什么,学生账号vip和非vip,会员可以做题享用全部功能，非会员只能够查看课表课堂反馈等不涉及题库的功能,会员可以做题享用全部功能，非会员只能够查看课表课堂反馈等不涉及题库的功能,1b0fe2d3046179e13cb0ae9f1be7426.png,企业版用户,2023-02-08 00:00:00,峰树,,,,102
fb-approval-0012,建议入库,,student,学生库,学生,使用问题,已处理,账号登录/密码/手机号；作业/布置/批改/反馈；班级/排课/课时/考勤；题库/录题/单词书/模考,麻烦问下会员和非会员的区别是什么,学生账号vip和非vip的区别,会员可以做题享用全部功能，非会员只能够查看课表课堂反馈等不涉及题库的功能,会员可以做题享用全部功能，非会员只能够查看课表课堂反馈等不涉及题库的功能,1b0fe2d3046179e13cb0ae9f1be7426.png,客户数据2月,2023-02-08 00:00:00,峰树,,,,102
fb-approval-0013,建议入库,,teacher,老师库,老师,使用问题,已处理,作业/布置/批改/反馈；音频/录音/听力；浏览器/网络/缓存,明天麻烦帮我看下有个学生mac Safari每次托福听力作业都卡着进不了是什么原因,学生mac Safari每次托福听力作业都卡着进不了,电脑端建议使用谷歌浏览器答题 谷歌浏览器下载地址,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,710b2a004d5566cfc5d85ca62e09aa9.jpg,企业版用户,2024-05-10 00:00:00,Amber老师,,,,101
fb-approval-0014,建议入库,,teacher,老师库,老师,使用问题,已处理,作业/布置/批改/反馈；音频/录音/听力；浏览器/网络/缓存；小程序/公众号/二维码,请问这个发音测评是能正常使用吗，学生反映比较慢这个加载,学生作答单词作业，发音测评一直加载很慢,学生使用的微信浏览器，ipad建议使用safari浏览器，单词作业也可以用小程序作答,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,b6f5b8c347132426c03b9a77bc79d2c0_.jpg,企业版用户,2023-05-30 00:00:00,诺得,,,,101
fb-approval-0015,建议入库,,student,学生库,学生,使用问题,已处理,账号登录/密码/手机号；作业/布置/批改/反馈；浏览器/网络/缓存,请问，为什么作业已完成，但是无法提交呢,,老师您好，如果学生遇到测试无法提交的问题，请尝试以下操作，排查并解决问题： 1：首先可以让学生刷新页面，刷新之后看能否提交成功 2：确认学生用的什么设备、什么浏览器。建议电脑使用谷歌浏览器，ipad使用safari浏览器 3：检查网络是否稳定，学生可以更换网络再次提交作业或测试 如以上操作均尝试后，仍无法解决问题，您可以提供：学生账号，学生无法提交作业的截图或视频等。发送至校校小助手帮您处理！,老师，这类情况通常和浏览器兼容性有关，建议学生优先使用 Chrome 浏览器重新进入；如果仍异常，再清理缓存、更换网络后重试。,,企业版用户,2023-02-24 00:00:00,BMC,,,,100
fb-approval-0016,建议入库,,teacher,老师库,老师,使用问题,已处理,账号登录/密码/手机号；作业/布置/批改/反馈；浏览器/网络/缓存,我这边一个老师布置作业的时候 界面拉不下来 麻烦看下哦 老师是林徐永瑶 账号19990718023,老师布置作业的时候 界面无法下拉,老师电脑使用的safari浏览器，建议电脑使用谷歌浏览器,老师，这类情况通常和浏览器兼容性有关，建议学生优先使用 Chrome 浏览器重新进入；如果仍异常，再清理缓存、更换网络后重试。,,企业版用户,2023-03-09 00:00:00,朗阁,,,,100
fb-approval-0017,建议入库,,teacher,老师库,老师,使用问题,已处理,账号登录/密码/手机号；浏览器/网络/缓存；班级/排课/课时/考勤,老师看课表下个月6号是词汇阅读3的课程，换到下一个月的页面变成了词汇阅读1,,后台看到是正常的，检查浏览器是否正确，可以刷新一下页面或者重新登录一下看,后台看到是正常的，检查浏览器是否正确，可以刷新一下页面或者重新登录一下看,"7fc3ebf11a3d00bb87e233654e50241.png,23346bcbebea563351e966df9895dae.jpg",企业版用户,2023-02-25 00:00:00,壹橙,,,,100
fb-approval-0018,建议入库,,teacher,老师库,老师,使用问题,已处理,账号登录/密码/手机号；浏览器/网络/缓存；班级/排课/课时/考勤,老师看课表下个月6号是词汇阅读3的课程，换到下一个月的页面变成了词汇阅读1,课表下个月6号是词汇阅读3的课程，换到下一个月的页面变成了词汇阅读1,检查浏览器是否正确，可以刷新一下页面或者重新登录一下看,检查浏览器是否正确，可以刷新一下页面或者重新登录一下看,"7fc3ebf11a3d00bb87e233654e50241.png,23346bcbebea563351e966df9895dae.jpg",客户数据2月,2023-02-25 00:00:00,壹橙,,,,100
fb-approval-0019,建议入库,,student,学生库,学生,使用问题,已处理,账号登录/密码/手机号；作业/布置/批改/反馈；班级/排课/课时/考勤；小程序/公众号/二维码,老师好 15967190711的账号之前是另一个学生的（已经结课） 我已经把新生从老生的班级里移除了 老生还是收到了作业提醒,学生账号修改了信息，老学生还是可以收到公众号通知,如果账号修改了信息，公众号需要取消绑定之前的，再重新让新的学生绑定,老师，如果学生账号信息换过，公众号需要先取消绑定之前的学生，再让新学生重新绑定，这样通知才会发到正确账号。,,企业版用户,2023-08-24 00:00:00,独角兽,,,,99
fb-approval-0020,建议入库,,teacher,老师库,老师,操作疑问,已处理,作业/布置/批改/反馈；音频/录音/听力；权限/角色/公池,想问一下老师 学生做完阅读或者听力之后 在文本当中看不到单词释义 以及添加不了生词本 是更新了吗 如果添加生词呢,学生做完阅读或者听力之后，如果添加生词呢,学生可以在“作业结果页”点击生词在线查词，并添加到生词本的,老师，您可以先检查三点：学生是否在对应班级里、作业布置对象是否包含该学生、学生账号是否有做题权限。确认后让学生端刷新或重新登录再看。,image.png,企业版用户,2024-08-23 00:00:00,重庆新航道,,,,99
fb-approval-0021,建议入库,,teacher,老师库,老师,操作疑问,已处理,账号登录/密码/手机号；作业/布置/批改/反馈；班级/排课/课时/考勤,你好 我有个学生账号过期了 但是后台还有很多练习题没做完 孩子过两周才考试 我想让她先用替换账号 有没有什么办法能够把她后台的题 全都挪到那个替换账号里面 还是我必须要一个一个重新留,,学生账号过期，可以续账号，可以把没做完的作业再次布置到新班级,学生账号过期，可以续账号，可以把没做完的作业再次布置到新班级,,企业版用户,2023-02-14 00:00:00,thinkalike,,,,99
fb-approval-0022,建议入库,,teacher,老师库,老师,操作疑问,已处理,账号登录/密码/手机号；作业/布置/批改/反馈；班级/排课/课时/考勤,你好 我有个学生账号过期了 但是后台还有很多练习题没做完 孩子过两周才考试 我想让她先用替换账号 有没有什么办法能够把她后台的题 全都挪到那个替换账号里面 还是我必须要一个一个重新留,学生账号过期，后台还有作业没做完，应该怎么办,学生账号过期，可以给账号续期，或者创建新班级，把没做完的作业再次布置到新班级,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,,客户数据2月,2023-02-14 00:00:00,thinkalike,,,,99
fb-approval-0023,建议入库,,teacher,老师库,老师,使用问题,已处理,账号登录/密码/手机号；作业/布置/批改/反馈；班级/排课/课时/考勤；题库/录题/单词书/模考,老师好，现在班课的账号也要全部设置为vip账号吗我想布置一对多班级的作业,班课的学生布置作业也需要是VIP账号吗,题库作业都是需要vip账号才能做的，和班级无关,老师，题库类作业需要学生账号是 VIP 才能完成。如果学生不是 VIP，学生端可能看不到或无法进入作业，需要先确认学生账号权限。,,企业版用户,2023-09-15 00:00:00,微鸟,,,,99
fb-approval-0024,建议入库,,teacher,老师库,老师,操作疑问,已处理,账号登录/密码/手机号；作业/布置/批改/反馈；班级/排课/课时/考勤；题库/录题/单词书/模考,我把自己的另一个手机号设置了班级和学员，但是点布置的时候这里没有显示,布置单词书，没有学生数据，学生在班级,学生是非vip，需要调整账号类型为vip,老师，题库类作业需要学生账号是 VIP 才能完成。如果学生不是 VIP，学生端可能看不到或无法进入作业，需要先确认学生账号权限。,,企业版用户,2023-05-25 00:00:00,享叮咚,,,,99
fb-approval-0025,建议入库,,teacher,老师库,老师,操作疑问,已处理,账号登录/密码/手机号；作业/布置/批改/反馈；班级/排课/课时/考勤；题库/录题/单词书/模考,怎么给学生布置模考，布置一整套托福模考,怎么给学生布置一整套托福模考,第一步在学员中给学生建一个学生账号 第二步在班级中建一个托福班级，把老师或助教和学生分配进这个班级 第三步老师登录老师账号，点击班级，找到这个班级，点击右侧的模考作业进入题库，选择模考测试，点击蓝色箭头或布置全部选择需要的模考题目，点击保存/发布,第一步在学员中给学生建一个学生账号 第二步在班级中建一个托福班级，把老师或助教和学生分配进这个班级 第三步老师登录老师账号，点击班级，找到这个班级，点击右侧的模考作业进入题库，选择模考测试，点击蓝色箭头或布置全部选择需要的模考题目，点击保存/发布,,企业版用户,2023-03-31 00:00:00,方隅,,,,99
fb-approval-0026,建议入库,,teacher,老师库,老师,操作疑问,已处理,账号登录/密码/手机号；作业/布置/批改/反馈；班级/排课/课时/考勤；题库/录题/单词书/模考,您好，想问一下如果给学生做模考的话是要登录谁的账号，怎么样进行模考呢,如何给学生布置模考作业,需要教务/校长创建学生账号，加学生加入对应班级，由老师布置作业,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,,企业版用户,2024-05-06 00:00:00,星禾领途,,,,99
fb-approval-0027,建议入库,,teacher,老师库,老师,操作疑问,已处理,账号登录/密码/手机号；作业/布置/批改/反馈；班级/排课/课时/考勤；题库/录题/单词书/模考,请问 老师账号能使用的PET 题目，怎么给学生账号的布置？ 谢谢,如何布置pet题目,1：教务创建pet课程，关联pet题库 2：创建pet班级，关联pet课程 3：将老师学生加入班级，老师就可以布置,1：教务创建pet课程，关联pet题库 2：创建pet班级，关联pet课程 3：将老师学生加入班级，老师就可以布置,,企业版用户,2024-07-19 00:00:00,阿基米德,,,,99
fb-approval-0028,建议入库,,academic,教务库,教务,操作疑问,已处理,账号登录/密码/手机号；作业/布置/批改/反馈；权限/角色/公池；题库/录题/单词书/模考,我们想设置一个老师可以去批改公池内学生的入学模考，但是不希望这个老师看到这些学生的联系方式，这样改怎么设置呐？因为入学模考的权限分在销售下面，销售没有关闭手机号码的权限,设置一个老师可以去批改公池内学生的入学模考，但是不希望这个老师看到这些学生的联系方式，应该如何设置,可以给这个老师一个销售的身份和一个教务的身份，只勾选公池和查看入学模考，这样就看不到学生手机号码,老师，可以给该员工同时配置销售和教务身份，只勾选公池和查看入学模考相关权限，这样能批改公池学生的入学模考，同时避免看到不需要展示的联系方式。,,企业版用户,2024-01-04 00:00:00,诺美,,,,98
fb-approval-0029,建议入库,,student,学生库,学生,使用问题,已处理,作业/布置/批改/反馈；音频/录音/听力；浏览器/网络/缓存,学生作业 提示 音频缓冲超时,,音频缓存超时的问题一般都是网络问题，如果学生都是在校区的话，使用网络的人多是可能会影响的 另外，可以确认一下使用的什么浏览器，建议电脑用谷歌，ipad用safari 遇到音频缓存超时时，如果开了其他网页可以先关闭，多刷新一下页面,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,,企业版用户,2023-02-28 00:00:00,thinkaLike,,,,98
fb-approval-0030,建议入库,,student,学生库,学生,使用问题,已处理,作业/布置/批改/反馈；音频/录音/听力；浏览器/网络/缓存,最近有学生反馈，布置作业打不开，一直是加载状态。,,1、需要确认学生使用的是否是谷歌chrome浏览器 2、需要确认学生网络环境是否正常 3、如果以上两步都确认没有问题，可以尝试清理浏览器缓存,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,,企业版用户,2023-02-05 00:00:00,一则,,,,98
fb-approval-0031,建议入库,,student,学生库,学生,使用问题,已处理,作业/布置/批改/反馈；音频/录音/听力；浏览器/网络/缓存,学生作业 提示 音频缓冲超时,学生作业，提示音频缓冲超时,音频缓存超时的问题一般都是网络问题，如果学生都是在校区的话，使用网络的人多是可能会影响的 另外，可以确认一下使用的什么浏览器，建议电脑用谷歌，ipad用safari 遇到音频缓存超时时，如果开了其他网页可以先关闭，多刷新一下页面,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,,客户数据2月,2023-02-28 00:00:00,thinkaLike,,,,98
fb-approval-0032,建议入库,,student,学生库,学生,使用问题,已处理,作业/布置/批改/反馈；音频/录音/听力；浏览器/网络/缓存,最近有学生反馈，布置作业打不开，一直是加载状态。,学生反馈，布置作业打不开,1、需要确认学生使用的是否是谷歌chrome浏览器 2、需要确认学生网络环境是否正常 3、如果以上两步都确认没有问题，可以尝试清理浏览器缓存,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,,客户数据2月,2023-02-05 00:00:00,一则,,,,98
fb-approval-0033,建议入库,,teacher,老师库,老师,使用问题,已处理,作业/布置/批改/反馈；浏览器/网络/缓存；权限/角色/公池,剑桥雅思17的阅读第二篇--23-26题打不开？无法显示选项,结果页预览看不到题目选项,后台答题预览和结果页都是正常的，建议电脑使用谷歌，ipad选择safari，可以刷新重新，重新打开一下作业,老师，您可以先检查三点：学生是否在对应班级里、作业布置对象是否包含该学生、学生账号是否有做题权限。确认后让学生端刷新或重新登录再看。,570642c6ef8200d228bf6d7e4c51734.png,企业版用户,2023-02-25 00:00:00,卢米诺,,,,98
fb-approval-0034,建议入库,,teacher,老师库,老师,使用问题,已处理,作业/布置/批改/反馈；浏览器/网络/缓存；权限/角色/公池,剑桥雅思17的阅读第二篇--23-26题打不开？无法显示选项,结果页预览看不到题目选项,后台答题预览和结果页都是正常的，建议电脑使用谷歌，ipad选择safari，可以刷新重新打开一下作业,老师，您可以先检查三点：学生是否在对应班级里、作业布置对象是否包含该学生、学生账号是否有做题权限。确认后让学生端刷新或重新登录再看。,570642c6ef8200d228bf6d7e4c51734.png,客户数据2月,2023-02-25 00:00:00,卢米诺,,,,98
fb-approval-0035,建议入库,,teacher,老师库,老师,操作疑问,已处理,账号登录/密码/手机号；作业/布置/批改/反馈；权限/角色/公池；题库/录题/单词书/模考,您好，教务老师的身份，如何看用户池中新生的入学测试详情？比如批改分数等。打扰了，谢谢！,,教务老师暂时不支持查看用户池的模考。 给账号同时设置校长&老师或者销售管理员&老师的身份，可以直接在用户池查看报告并修改分数,教务老师暂时不支持查看用户池的模考。 给账号同时设置校长&老师或者销售管理员&老师的身份，可以直接在用户池查看报告并修改分数,,企业版用户,2023-02-09 00:00:00,思麦儿,,,,98
fb-approval-0036,建议入库,,teacher,老师库,老师,操作疑问,已处理,账号登录/密码/手机号；作业/布置/批改/反馈；权限/角色/公池；题库/录题/单词书/模考,您好，教务老师的身份，如何看用户池中新生的入学测试详情？比如批改分数等。打扰了，谢谢！,教务老师的身份，如何看用户池中新生的入学测试详情,教务老师暂时不支持查看用户池的模考。 给账号同时设置校长&老师或者销售管理员&老师的身份，可以直接在用户池查看报告并修改分数,教务老师暂时不支持查看用户池的模考。 给账号同时设置校长&老师或者销售管理员&老师的身份，可以直接在用户池查看报告并修改分数,,客户数据2月,2023-02-09 00:00:00,思麦儿,,,,98
fb-approval-0037,建议入库,,teacher,老师库,老师,使用问题,已处理,账号登录/密码/手机号；班级/排课/课时/考勤；权限/角色/公池；小程序/公众号/二维码,家长进入小程序无法看班级课程，另外为什么有的家长顾问还没给他录入系统里，她就可以自己用小程序登陆进去，但是里面是空白,家长进入小程序无法看班级课程，家长登陆进小程序是空白,老师，报名小程序这边逻辑是家长可以注册，登录后系统会自动生成一条记录。设置了报名小程序不允许游客报名，所以看不到班级课程。,老师，您可以先检查班级课时、学生所在班级和转入班级配置是否完整；如果提示无剩余课时，通常需要先确认目标班级是否设置了总课时。,67153e90e3f1c281f5c5c46e17604e0.png,企业版用户,2024-04-14 00:00:00,睿途,,,,98
fb-approval-0038,建议入库,,academic,教务库,教务,使用问题,已处理,作业/布置/批改/反馈；班级/排课/课时/考勤；权限/角色/公池,你好，请问课程反馈教学端有正常提交反馈，但是教务端这边查询不到，这个情况需要怎么解决呢？,老师填写了反馈，但是教务端看不到,老师写这堂课的反馈时只给班级内某一位同学写了，发布时没有勾选所有学生,老师写这堂课的反馈时只给班级内某一位同学写了，发布时没有勾选所有学生,"ac82c568e0b7375f67f6c97fc654625.jpg,842684ea2f65a70d22995607b351ea1.png",企业版用户,2024-07-04 00:00:00,洒脱,,,,97
fb-approval-0039,建议入库,,teacher,老师库,老师,使用问题,已处理,作业/布置/批改/反馈；班级/排课/课时/考勤；权限/角色/公池,老师，为啥想在系统上填写反馈，只能看到部分课程呀，比如周一的课，我想写反馈就看不到~,老师首页待反馈看不到课程,老师端首页待反馈只显示老师自己的课程，助教端显示班级全部课程,老师，老师端首页的待反馈只显示该老师自己的课程；如果要查看班级全部课程，可以用助教端或有对应权限的账号查看。,45143cce49c80406d1ae4db7f3948fc.png,企业版用户,2023-11-15 00:00:00,布谷龙途,,,,97
fb-approval-0040,建议入库,,teacher,老师库,老师,使用问题,已处理,作业/布置/批改/反馈；班级/排课/课时/考勤；权限/角色/公池,早晨，这个作业学生端没出现，麻烦看看什么情况,学生看不到作业,老师只布置给了班级里另一个学生，没有选择布置给这个学生,老师，先检查作业的布置对象是否勾选了这个学生。当前更像是作业只布置给了其他学生，重新选择该学生后再补发布即可。,0a1cfd8cd16b61adedd43f7acc4d890.png,企业版用户,2023-09-02 00:00:00,问鼎,,,,97
fb-approval-0041,建议入库,,teacher,老师库,老师,使用问题,已处理,作业/布置/批改/反馈；班级/排课/课时/考勤；权限/角色/公池,你好，错词重测布置了，但系统上看不到学生的任务条，请问需要如何操作呢,老师布置了错词作业，但是班级看不到学生的作业,学生有两个班级，错词布置在了另一个班级里,老师，您可以先检查三点：学生是否在对应班级里、作业布置对象是否包含该学生、学生账号是否有做题权限。确认后让学生端刷新或重新登录再看。,89b1a926f457993b770b0da55c6431b.png,企业版用户,2023-06-26 00:00:00,BMC,,,,97
fb-approval-0042,建议入库,,teacher,老师库,老师,操作疑问,已处理,作业/布置/批改/反馈；班级/排课/课时/考勤；权限/角色/公池；小程序/公众号/二维码,小助手早！请问这里如果勾选“结果页不显示答案”，是不是需要老师发给学生那个二维码，学生才能看到答案？,布置作业勾选“结果页不显示答案”，学生之后应该怎么查看答案,勾选结果页不显示答案，学生做完之后在答题解析那里就看不到答案 如果需要再开启答案显示，可以在班级这里，开启显示答案,老师，您可以先检查三点：学生是否在对应班级里、作业布置对象是否包含该学生、学生账号是否有做题权限。确认后让学生端刷新或重新登录再看。,abaf157dd429d2a441bfce8ed816044.png,企业版用户,2023-03-28 00:00:00,英卓,,,,97
fb-approval-0043,建议入库,,student,学生库,学生,使用问题,已处理,账号登录/密码/手机号；作业/布置/批改/反馈；班级/排课/课时/考勤,请问一下各位老师 现在有一个情况就是给学生在班级里布置了专项练习 但是学生做不了 点击做题会出现图片上这几个文字 这个怎么解决呢,学生页面出现此功能暂未开通提示,需要做题的学生需要选择vip账号类型,老师，题库类作业需要学生账号是 VIP 才能完成。如果学生不是 VIP，学生端可能看不到或无法进入作业，需要先确认学生账号权限。,db4b8baa31caad033796194515f211f.png,企业版用户,2023-03-25 00:00:00,前识教育,,,,96
fb-approval-0044,建议入库,,teacher,老师库,老师,操作疑问,已处理,账号登录/密码/手机号；浏览器/网络/缓存；权限/角色/公池；题库/录题/单词书/模考,学生用系统做能力测试 最后一题卡住了 点了刷新 做过的题目就没了 然后她把网页关掉 但是我这里也查不到她的做题记录 咋解决呀~,学生入学模考，最后一题卡住，关闭了网页，老师看不到数据,入学模考网页全部关闭，用同一个手机号重新验证登录后，同一套题点进去可以接着做,入学模考网页全部关闭，用同一个手机号重新验证登录后，同一套题点进去可以接着做,,企业版用户,2023-02-25 00:00:00,独角兽,,,,96
fb-approval-0045,建议入库,,teacher,老师库,老师,操作疑问,已处理,账号登录/密码/手机号；浏览器/网络/缓存；权限/角色/公池；题库/录题/单词书/模考,学生用系统做能力测试 最后一题卡住了 点了刷新 做过的题目就没了 然后她把网页关掉 但是我这里也查不到她的做题记录 咋解决呀~,学生入学模考，最后一题卡住，关闭了网页，老师看不到数据,入学模考网页全部关闭，用同一个手机号重新验证登录后，同一套题点进去可以接着做，交卷后才能看到数据,入学模考网页全部关闭，用同一个手机号重新验证登录后，同一套题点进去可以接着做，交卷后才能看到数据,,客户数据2月,2023-02-25 00:00:00,独角兽,,,,96
fb-approval-0046,建议入库,,academic,教务库,教务,操作疑问,已处理,账号登录/密码/手机号；班级/排课/课时/考勤；权限/角色/公池,老师好，请问一下现在的教务系统，每个月的总课时的模块，现在在哪里可以找到呀,教务系统，每个月的总课时的模块，现在在哪里可以找到,数据运营板块可以看到，教务账号需要在员工管理看一下有没有这个权限,老师，每月总课时可以在数据运营板块查看。如果教务账号看不到，需要到员工管理里确认是否开通了对应权限。,,企业版用户,2023-07-09 00:00:00,庭思,,,,95
